,entity
10358,PUBLIC JOINT STOCK COMPANY RESEARCH & PRODUCTION CORPORATION ISTOK NAMED AFTER AI SHOKIN
10359,JOINT STOCK COMPANY STATE SCIENTIFIC RESEARCH INSTITUTE KRISTALL
10360,OPEN JOINT STOCK COMPANY MOSCOW MACHINERY BUILDING PLANT AVANGARD
10361,MARIYSKIY MACHINE-BUILDING PLANT OPEN JOINT STOCK COMPANY
10362,OPEN JOINT STOCK COMPANY START SCIENTIFIC AND PRODUCTION ENTERPRISE NAMED AFTER A. YASKIN
10363,OPEN JOINT STOCK COMPANY KHABAROVSK RADIO ENGINEERING PLANT
10364,JOINT STOCK COMPANY VYATSKOYE MASHINOSTROITELNOYE PREDPRIYATIYE AVITEK
10365,JOINT STOCK COMPANY ALL-RUSSIAN RESEARCH INSTITUTE SIGNAL
10366,"ANOSOV, Viktor Yuryevich"
10367,JOINT STOCK COMPANY RADIOPRIBOR
10368,PUBLIC JOINT STOCK COMPANY VYMPEL INTERSTATE CORPORATION
10369,"CHUMAKOV, Aleksey Nikolaevich"
10370,"PUGACHYOV, Oleg Ivanovich"
10371,"SOSONNYY, Aleksey Petrovich"
10372,"DZINIKASHVILI, Dmitriy Vladimirovich"
10373,"KOLEDA, Mariya Vasilyevna"
10374,"KUZNETSOVA, Anastasiya Viktorovna"
10375,"LASHKARYOVA, Nadezhda Vitalyevna"
10376,"DANILTSEV, Yuriy Viktorovich"
10377,"ENALDIEV, Tamerlan Borisovich"
10378,"LENSHIN, Roman Yuryevich"
10379,"SHEVCHENKO, Yuriy Valeryevich"
10380,"KHAVCHENKO, Dmitriy Vasilyevich"
10381,STATE FLIGHT TESTING CENTER NAMED AFTER V.P. CHKALOV
10382,KAMAZ PUBLICLY TRADED COMPANY
10383,LEASING COMPANY KAMAZ INCORPORATED
10384,NEFAZ PUBLICLY TRADED COMPANY
10385,PUBLIC JOINT STOCK COMPANY TUTAEV MOTOR PLANT
10386,AKTSIONERNOE OBSHCHESTVO TORGOVO-FINANSOVAYA KOMPANIYA KAMAZ
10387,NON-STATE PENSION FUND FIRST INDUSTRIAL ALLIANCE
10388,BEGISHEVO AIRPORT JOINT STOCK COMPANY
10389,CHELNYVODOKANAL OOO
10390,MIKAM HOLDINGS LIMITED
10391,JOINT STOCK COMPANY KRASNODARSKIY AVTOCENTR KAMAZ
10392,"KOGOGIN, Sergei Anatolyevich"
10393,ZALOG OOO
10394,LIMITED LIABILITY COMPANY PFMK
10395,LIMITED LIABILITY COMPANY ALFA-INVEST
10396,JOINT STOCK COMPANY CONCERN AVTOMATIKA
10397,JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE GIRICOND
10398,JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE OF ELECTRICAL CARBON PRODUCTS
10399,JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE PLATAN WITH PLANT
10400,JOINT STOCK COMPANY SPECIAL RELAY SYSTEM DESIGN AND ENGINEERING BUREAU
10401,JOINT STOCK COMPANY TRADING HOUSE ROSEL
10402,JOINT STOCK COMPANY PLASMA
10403,JOINT STOCK COMPANY CENTRAL RESEARCH INSTITUTE CYCLONE
10404,JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ENTERPRISE KONTAKT
10405,JOINT STOCK COMPANY RUSSIAN RESEARCH INSTITUTE ELECTRONSTANDART
10406,JOINT STOCK COMPANY METEOR PLANT
10407,JOINT STOCK COMPANY UNITED ENGINE CORPORATION
10408,"PEREVERZEVA, Tatiana Viktorovna"
10409,"ANANCHENKO, Aleksandr Evgenyevich"
10410,"ANTONOV, Vladimir Nikolaevich"
10411,"EZHIKOV, Vladimir Vladimirovich"
10412,ESTATE MANAGMENT COMPANY LIMITED
10413,JOINT STOCK COMPANY RT-TEKHPRIEMKA
10414,"KHOTSENKO, Vitaliy Pavlovich"
10415,RT-CAPITAL LIMITED LIABILITY COMPANY
10416,RT-PROJECT TECHNOLOGY OPEN JOINT STOCK COMPANY
10417,RT-BUSINESS DEVELOPMENT
10418,"KHARICHEV, Aleksandr Dmitrievich"
10419,AKTSIONERNOE OBSHCHESTVO NAUCHNO ISSLEDOVATELSKII INSTITUT PROMYSHLENNOGO TELEVIDENIYA RASTR
10420,AKTSIONERNOE OBSHCHESTVO NAUCHNO ISSLEDOVATELSKII INSTITUT SREDSTV VYCHISLITELNOI TEKHNIKI
10421,AKTSIONERNOE OBSHCHESTVO NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE SVYAZ
10422,AKTSIONERNOE OBSHCHESTVO RYAZANSKII ZAVOD METALLOKERAMICHESKIKH PRIBOROV
10423,AKTSIONERNOE OBSHCHESTVO SPETSIALNOE KONSTRUKTORSKOE BYURO VYCHISLITELNOI TEKHNIKI
10424,AKTSIONERNOE OBSHCHESTVO SPETSIALNOE PROEKTNO KONSTRUKTORSKOE BYURO SREDSTV UPRAVLENIYA
10425,SCIENTIFIC AND RESEARCH INSTITUTE FERRIT DOMEN
10426,JOINT STOCK COMPANY SCIENTIFIC AND RESEARCH INSTITUTE OF ELECTRONIC ENGINEERING MATERIALS
10427,AO NPP TSIKLON TEST
10428,AKTSIONERNOE OBSHCHESTVO ELEKTRON OPTRONIK
10429,"GOVTVIN, Yuriy Nikolaevich"
10430,"TODOROVA, Anna Yurievna"
10431,NATIONAL PAYMENT CARD SYSTEM JOINT STOCK COMPANY
10432,THE FEDERATION COUNCIL OF THE FEDERAL ASSEMBLY OF THE RUSSIAN FEDERATION
10433,"AVDEEVA, Elena Osipovna"
10434,"BRILKA, Sergey Fateevich"
10435,"KANOKOV, Arsen Bashirovich"
10436,"KAVDZHARADZE, Maksim Gennadyevich"
10437,"KOVITIDI, Olga Fedorovna"
10438,"KRESS, Viktor Melkhiorovich"
10439,"LUKIN, Sergey Nikolaevich"
10440,"NEKRASOV, Aleksandr Nikolaevich"
10441,"NARUSOVA, Lyudmila Borisovna"
10442,"PANCHENKO, Igor Vladimirovich"
10443,"PONOMAREV, Valeriy Andreevich"
10444,"ROSSEL, Eduard Ergartovich"
10445,"TURCHAK, Andrey Anatolyevich"
10446,"UMAHANOV, Ilyas Magomed-Salamovich"
10447,"VASILENKO, Dmitriy Yuryevich"
10448,"ZHUKOV, Aleksandr Arkadyevich"
10449,76TH GUARDS AIRBORNE ASSAULT CHERNIGOV RED BANNER ORDER OF SUVOROV DIVISION
10450,234TH GUARDS AIRBORNE ASSAULT REGIMENT
10451,64TH GUARDS DETACHED MOTOR RIFLE BRIGADE
10452,"KOKOREV, Alexander Aleksandrovich"
10453,"KOKOREVA, Natalia Vasilyevna"
10454,"AFANASYEV, Dmitriy Valeryevich"
10455,EMC SUD LIMITED
10456,"POPOV, Aleksandr Nikolaevich"
10457,"KIRYANOV, Victor Nikolayevich"
10458,"ANDRIANOV, Nikolay Valentinovich"
10459,"ARTYAKOV, Dmitriy Vladimirovich"
10460,"ARTYAKOVA, Tatiana Vladimirovna"
10461,"KIRYANOVA, Tatiana Borisovna"
10462,"LITVIN, Vladimir Zalmanovich"
10463,PRIVATE COMPANY PROMCOMPLEKTLOGISTIC
10464,"KANDELAKI, Tina"
10465,"KOPTEV, Yury Nikolayevich"
10466,"BORISOVA, Natalya Vladimirovna"
10467,"SIERRA, Elena Oduliovna"
10468,"OSIN, Pavel Mikhaylovich"
10469,"BROVKO, Vasily Yuryevich"
10470,"SMIRNOVA, Natalya Ivanova"
10471,"KONDRAKHINA, Melaniya Andreyevna"
10472,"KONDRAKHIN, Leontiy Andreyevich"
10473,"SERDYUKOV, Sergey Anatolevich"
10474,"VASILEVA, Evgeniya Nikolaevna"
10475,JOINT STOCK COMPANY STATE TRANSPORTATION LEASING COMPANY
10476,GTLK EUROPE DESIGNATED ACTIVITY COMPANY
10477,GTLK EUROPE CAPITAL DESIGNATED ACTIVITY COMPANY
10478,GTLK MIDDLE EAST FREE ZONE COMPANY
10479,GTLK ASIA LIMITED
10480,"DANYLCHENKO, Halyna Viktorivna"
10481,"ARTYAKOV, Vladimir Vladimirovich"
10482,"TSYB, Sergey Anatolyevich"
10483,"VOLOBUEV, Nikolai Anatolevich"
10484,"NAZAROV, Aleksander Yuryevich"
10485,"LELIKOV, Dmitry Yuryevich"
10486,"ZAVIYALOV, Igor Nikolaevich"
10487,"VYBORNYKH, Maksim Vladimirovich"
10488,"EVTUSHENKO, Oleg Nikolaevich"
10489,"SERDYUKOV, Anatoly Eduardovich"
10490,NAJEE TECHNOLOGY HOOSHMAND FATER LLC
10491,"KWEK, Kee Seng"
10492,LLC VALTEX-ST
10493,TEO BOON CHING WILDLIFE TRAFFICKING TRANSNATIONAL CRIMINAL ORGANIZATION
10494,"CHING, Teo Boon"
10495,SUNRISE GREENLAND SDN. BHD.
10496,JAM PETROCHEMICAL COMPANY
10497,PETROGAT FZE
10498,"SANCHULI, Mahdieh"
10499,EMERALD FZE
10500,"RAJABIESLAMI, Morteza"
10501,PERSIAN GULF STAR OIL COMPANY
10502,TRUONG PHAT LOC SHIPPING TRADING JOINT STOCK COMPANY
10503,EAST OCEAN RASHIN SHIPPING CO
10504,EDGAR COMMERCIAL SOLUTIONS FZE
10505,LUSTRO INDUSTRY LIMITED
10506,"OLIGEI INTERNATIONAL TRADING CO., LIMITED"
10507,ZAGROS TARABARAN-E ARYA
10508,ALI ALMUTAWA PETROLEUM AND PETROCHEMICAL TRADING L.L.C.
10509,PETROKICK LLC
10510,SUMMER 5
10511,BS BRAVO
10512,EVERWIN SHIPMANAGEMENT PTE. LTD.
10513,AFKAR SYSTEM YAZD COMPANY
10514,"AHMADI, Mansour"
10515,"AGHA-AHMADI, Ali"
10516,"MORALES CIFUENTES, Juan Jose"
10517,"RASHNIKOV, Viktor Filippovich"
10518,PUBLICHNOE AKTSIONERNOE OBSCHESTVO MAGNITOGORSKIY METALLURGICHESKIY KOMBINAT
10519,INVESTITSIONNAYA KOMPANIYA MMK-FINANS
10520,SERVICE IMMOBILIERE ANTIBES SAS
10521,SERVICE IMMOBILIERE ET GESTION SAS
10522,VH ANTIBES SAS
10523,VILLA LEXA ESTATES SAS
10524,"KATZ, Laurin"
10525,"ALIEV, Murat Magomedovich"
10526,LIMITED LIABILITY COMPANY BONUM CAPITAL
10527,BONUM CAPITAL INVESTORS CORP
10528,BONUM CAPITAL CYPRUS LTD
10529,LIMITED LIABILITY COMPANY BONUM INVESTMENTS
10530,LIMITED LIABILITY COMPANY BONUM MANAGEMENT
10531,LIMITED LIABILITY COMPANY RB-ESTEIT
10532,LIMITED LIABILITY COMPANY AVIAKOMPANIYA DALNEVOSTOCHNAYA KSM
10533,"GUDILIN, Yuriy Igorevich"
10534,"GRAK, Olga Yurievna"
10535,"GONIN, Leonid Mikhailovich"
10536,NOVASTREAM LIMITED
10537,JOINT STOCK COMPANY PROMISING INDUSTRIAL AND INFRASTRUCTURE TECHNOLOGIES
10538,FEDERAL STATE BUDGETARY SCIENTIFIC INSTITUTION RESEARCH AND PRODUCTION COMPLEX TECHNOLOGY CENTER
10539,LLC SCIENTIFIC PRODUCTION ENTERPRISE DIGITAL SOLUTIONS
10540,SCIENTIFIC AND PRODUCTION ASSOCIATION OF MEASURING EQUIPMENT JSC
10541,JOINT STOCK COMPANY DESIGN TECHNOLOGY CENTER ELEKTRONIKA
10542,JOINT STOCK COMPANY VOLOGODSKY OPTIKO MEKHANICHESKY FACTORY
10543,JOINT STOCK COMPANY RESEARCH INSTITUTE OF ELECTRONIC AND MECHANICAL DEVICES
10544,JSC SCIENTIFIC RESEARCH INSTITUTE SUBMICRON
10545,"URUSOV, Anton Sergeevich"
10546,JOINT STOCK COMPANY PENZENSKY NAUCHNO ISSLEDOVATELSKY ELEKTROTEKHNICHESKY HIGHER EDUCATION INSTITUTION
10547,JSC ZELENOGRAD NANOTECHNOLOGY CENTER
10548,JSC SVETLANA POLUPROVODNIKI
10549,MITISHINSKIY SCIENTIFIC RESEARCH INSTITUTE OF RADIO MEASURING INSTRUMENTS
10550,JOINT STOCK COMPANY DESIGN CENTER SOYUZ
10551,ACADEMICIAN A.L. MINTS RADIOTECHNICAL INSTITUTE JOINT STOCK COMPANY
10552,JOINT STOCK COMPANY INSTITUTE OF ELECTRONIC CONTROL COMPUTERS NAMED AFTER I.S. BRUK
10553,"POPOVA, Natalya Valeryevna"
10554,OJSC SCIENTIFIC RESEARCH INSTITUTE OF PRECISION MECHANICAL ENGINEERING
10555,AKTSIONERNOE OBSHCHESTVO GRUPPA KREMNII EL
10556,JOINT STOCK COMPANY INSTITUTE FOR SCIENTIFIC RESEARCH MICROELECTRONIC EQUIPMENT PROGRESS
10557,JOINT STOCK COMPANY VORONEZHSKY FACTORY POLUPROVODNIKOVYKH PRIBOROV-SBORKA
10558,OPEN JOINT STOCK COMPANY SCIENTIFIC AND PRODUCTION ENTERPRISE PULSAR
10559,FEDERAL STATE INSTITUTION FEDERAL SCIENTIFIC CENTER SCIENTIFIC RESEARCH INSTITUTE FOR SYSTEM ANALYSIS OF THE RUSSIAN ACADEMY OF SCIENCES
10560,SKOLKOVO FOUNDATION
10561,"GURYEV, Andrey Grigoryevich"
10562,"GURYEV, Andrey Andreevich"
10563,DZHI AI INVEST OOO
10564,CHLODWIG ENTERPRISES AG
10565,ADORABELLA AG
10566,SKOLKOVO INSTITUTE OF SCIENCE AND TECHNOLOGY
10567,TECHNOPARK SKOLKOVO LIMITED LIABILITY COMPANY
10568,"PUMPYANSKIY, Dmitriy Aleksandrovich"
10569,"MELNICHENKO, Andrey Igorevich"
10570,"PONOMARENKO, Alexander Anatolevich"
10571,KHOLDINGOVAYA KOMPANIYA INTERROS OOO
10572,"POTANIN, Vladimir Olegovich"
10573,"POTANINA, Ekaterina Viktorovna"
10574,"POTANINA, Anastasia Vladimirovna"
10575,"POTANIN, Ivan Vladimirovich"
10576,NIRVANA
10577,"GADZHIEV, Nariman Gadzhievich"
10578,"KERIMOV, Said Suleymanovich"
10579,"KERIMOVA, Firuza Nazimovna"
10580,"KERIMOVA, Amina Suleymanovna"
10581,"KERIMOVA, Gulnara Suleymanovna"
10582,SALVATION COMMITTEE FOR PEACE AND ORDER
10583,"STREMOUSOV, Kyrylo Serhiyovych"
10584,"SALDO, Volodymyr Vasilyovich"
10585,"YELISEYEV, Sergey Vladimirovich"
10586,"IVASHCHENKO, Kostyantyn Volodymyrovych"
10587,"CALDERON RIJO, Jose"
10588,FEDERAL STATE INSTITUTION OF HIGHER VOCATIONAL EDUCATION MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY
10589,MMK METALURJI SANAYI TICARET VE LIMAN ISLETMECILIGI ANONIM SIRKETI
10590,"AGHA AHMADI, Mohammad"
10591,BLUE CACTUS HEAVY EQUIPMENT AND MACHINERY SPARE PARTS TRADING L.L.C.
10592,FARWELL CANYON HK LIMITED
10593,"SHEKUFEI INTERNATIONAL TRADING CO., LIMITED"
10594,PZNFR TRADING LIMITED
10595,"ZHONGGU STORAGE AND TRANSPORTATION CO., LTD."
10596,PIONEER SHIPMANAGEMENT PTE. LTD.
10597,WS SHIPPING CO. LTD.
10598,GOLDEN WARRIOR SHIPPING CO. LIMITED
10599,"MAHDAVI, Mo'in"
10600,"RASHIDI-BARJINI, Aliakbar"
10601,GLORY HARVEST
10602,"KHATIBI AGHADA, Ahmad"
10603,"NIKAEEN RAVARI, Amir Hossein"
10604,"HAJI HOSSEINI, Mostafa"
10605,"HAJI HOSSEINI, Mojtaba"
10606,"SHAKERI ASHTIJEH, Mohammad"
10607,"RIVERA ZAZUETA, Jose Angel"
10608,"SANTISO AGUILA, Nelton"
10609,"YANG LOPEZ, Jason Antonio"
10610,"TWEHWAY, Bill"
10611,"CEPHUS, Sayma Syrenius"
10612,"MCGILL, Nathaniel"
10613,ALSTONE INVESTMENT AG
10614,CONSTELLATION ADVISORS LTD
10615,"ZOLOTOV, Roman Viktorovich"
10616,"ZOLOTOVA, Zhanna Viktorovna"
10617,"CHECHIKHIN, Yuriy Valeryevich"
10618,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU MARKUS
10619,"MISHUSTINA, Vladlena Yuryevna"
10620,"MISHUSTIN, Aleksey Mikhaylovich"
10621,"MISHUSTIN, Aleksandr Mikhaylovich"
10622,"MATVIYENKO, Sergey Vladimirovich"
10623,"BEGLOVA, Natalya Vladimirovna"
10624,"BELOVA, Yuliya Aleksandrovna"
10625,"BEGLOVA, Olga Aleksandrovna"
10626,"HARIS NIZAR, Mohamad Irshad Mohamad"
10627,"TURKMEN, Musab"
10628,"SINNO ELECTRONICS CO., LIMITED"
10629,"NOVAK, Aleksandr Valentinovich"
10630,"MEDVEDEVA, Svetlana Vladimirovna"
10631,"MEDVEDEV, Ilya Dmitrievich"
10632,"SHOIGU, Irina Aleksandrovna"
10633,"SHOIGU, Yuliya Sergeyevna"
10634,"SHOIGU, Kseniya Sergeyevna"
10635,"KHOKHLOV, Andrei Vladimirovich"
10636,TACO LLC
10637,"IVANOV, Vladimir Aleksandrovich"
10638,"BYZOV, Sergey Vyacheslavovich"
10639,"GALIN, Dmitrii Vladimirovich"
10640,"IBRAGIMOV, Turpal-Ali Vakhayevich"
10641,TASK FORCE RUSICH
10642,"MILCHAKOV, Alexey Yurevich"
10643,"PETROVSKIY, Yan Igorevich"
10644,"BARZA STYLE & MODE CO., LIMITED"
10645,"BULGAKOV, Sergei Viktorovich"
10646,"GRAMASHOV, Dmitry Sergeevich"
10647,"ERMAKOVA, Mariya Gennadevna"
10648,"KRYLLO, Pavel Velerevich"
10649,"AKHMADOVA, Aminat"
10650,OPEN JOINT STOCK COMPANY SVETLOGORSKKHIMVOLOKNO
10651,15 KHORDAD FOUNDATION
10652,SCIENTIFIC-TECHNICAL CENTER FOR ELECTRONIC WARFARE
10653,"SARKISYAN, Aleksandr Pavlovich"
10654,OAO RADIOAVIONIKA
10655,ZAO NTTS MODUL
10656,"KADYROVA, Tabarik Ramzanovna"
10657,MILUR ELECTRONICS LLC
10658,SHARP EDGE ENGINEERING INC.
10659,MILUR SA
10660,"PAVLYUK, Mikhail Ilyich"
10661,"PASCHE, Jacques"
10662,"ROGOV, Volodymyr Valeriyovych"
10663,"BANDURA, Volodymyr Volodymyrovich"
10664,"SAULENKO, Oleksandr Fedorovych"
10665,"ASTANIN, Eddie Vladimirovich"
10666,"ZHIDKOV, Viktor Olegovich"
10667,"SKOROBOGATOVA, Olga Nikolaevna"
10668,"KOMLEV, Vladimir Valerievich"
10669,"ROTEK ELPOM, LLC"
10670,"LVOVA-BELOVA, Maria Alexeyevna"
10671,"ORESHKIN, Maxim Stanislavovich"
10672,"PAKHNYTS, Valery Mykhailovych"
10673,IMPORTADORA JIREH
10674,SUCCESS AVIATION SERVICES FZC
10675,I JET GLOBAL DMCC
10676,SAFIRAN AIRPORT SERVICES
10677,"FELIX NUNEZ, Rafael Guadalupe"
10678,"KHATIB, Esmail"
10679,BAHARESTAN KISH COMPANY
10680,"HEIDARI, Rahmatollah"
10681,PARAVAR PARS COMPANY
10682,DESIGN AND MANUFACTURING OF AERO-ENGINE COMPANY
10683,"AMANOLLAHI, Manouchehr"
10684,"REZAEI, Qasem"
10685,"GHOREISHI, Seyed Hojatollah"
10686,VIRGO MARINE
10687,JSC ACADEMICIAN M.F. RESHETNEV INFORMATION SATELLITE SYSTEMS
10688,JOINT STOCK COMPANY ROSSIYSKIYE KOSMICHESKIYE SISTEMY
10689,LIMITED LIABILITY COMPANY YADRO FAB DUBNA
10690,LIMITED LIABILITY COMPANY GROUP OF COMPANIES AKVARIUS
10691,JOINT STOCK COMPANY RESEARCH AND PRODUCTION ASSOCIATION NAMED AFTER S. A. LAVOCHKINA
10692,FEDERAL STATE FINANCED INSTITUTION OF SCIENCE PHYSICAL HIGHER EDUCATION INSTITUTION NAMED AFTER P. N. LEBEDEVA OF THE RUSSIAN FEDERATION ACADEMY SCIENCES
10693,FEDERAL RESEARCH CENTER INSTITUTE OF APPLIED PHYSICS OF THE RUSSIAN ACADEMY OF SCIENCES
10694,FEDERAL STATE FINANCED INSTITUTION OF SCIENCE HIGHER EDUCATION INSTITUTION SPECTROSCOPY OF THE RUSSIAN FEDERATION ACADEMY OF SCIENCES
10695,L.D. LANDAU INSTITUTE FOR THEORETICAL PHYSICS OF RUSSIAN ACADEMY OF SCIENCES
10696,FEDERAL STATE FINANCED INSTITUTION OF SCIENCE PHYSICS AND TECHNOLOGY INSTITUTE NAMED AFTER A. F. IOFFE OF THE RUSSIAN FEDERATION ACADEMY OF SCIENCES
10697,FEDERAL STATE FINANCED INSTITUTION OF SCIENCE PHYSICS AND TECHNOLOGY INSTITUTE NAMED AFTER K. A. VALIEVA OF THE RUSSIAN FEDERATION ACADEMY OF SCIENCES
10698,JOINT STOCK COMPANY RESEARCH AND DEVELOPMENT ENTERPRISE RADIOSVYAZ
10699,JOINT STOCK COMPANY ANGSTREM
10700,SPECIALIZED ENGINEERING AND DESIGN BUREAU OF ELECTRONIC SYSTEMS JOINT STOCK COMPANY
10701,JOINT STOCK COMPANY PRODUCTION ASSOCIATION SEVER
10702,JOINT STOCK COMPANY RESEARCH AND DEVELOPMENT ENTERPRISE SAPFIR
10703,"ARZATE GARCIA, Alfonso"
10704,"ARZATE GARCIA, Rene"
10705,LIMITED LIABILITY COMPANY KROKUS NANOELEKTRONIKA
10706,JOINT STOCK COMPANY ELEMENT
10707,"KAJMAKOVIC, Diana"
10708,JOINT STOCK COMPANY INSTITUTE FOR SCIENTIFIC RESEARCH ELEKTRONNOY TEKHNIKI
10709,BAIKAL ELECTRONICS JSC
10710,ELVEES RESEARCH AND DEVELOPMENT CENTER JSC
10711,JSC MOSCOW CENTER OF SPARC TECHNOLOGIES
10712,MULTICLET CORPORATION
10713,JSC ADDITIVE TECHNOLOGIES CENTER
10714,JOINT STOCK COMPANY RESEARCH CENTER ELINS
10715,JSC SCIENTIFIC AND TECHNICAL CENTER ZASLON
10716,JOINT STOCK COMPANY INSTITUTE FOR SCIENTIFIC RESEARCH VYCHISLITELNYKH KOMPLEKSOV NAMED AFTER M. A. KARTSEVA
10717,RZHANOV INSTITUTE OF SEMICONDUCTOR PHYSICS SIBERIAN BRANCH OF RUSSIAN ACADEMY OF SCIENCES
10718,JOINT VENTURE QUANTUM TECHNOLOGIES
10719,INTERNATIONAL CENTER FOR QUANTUM OPTICS AND QUANTUM TECHNOLOGIES LIMITED LIABILITY COMPANY
10720,"BALYTSKYI, Yevhen Vitaliiovych"
10721,"OCHOA VILLAGRAN, Erick Manuel"
10722,"SELIVANOV, Oleksiy Sergeevich"
10723,"SIGUTA, Andriy Leonidovich"
10724,"TITSKIY, Anton Robertovich"
10725,"TROFIMOV, Andriy Yuriovych"
10726,"RODIKOV, Mikhail Leonidovich"
10727,"BESPALOV, Vladimir Aleksandrovich"
10728,"KOLTSOV, Anton Viktorovich"
10729,"FILIPCHUK, Pavlo Ihorovych"
10730,"SAMOILENKO, Mykyta Ivanovich"
10731,"EMELIANENKO, Viktor Andriyovych"
10732,"TUMILINA, Tetyana Yuriivna"
10733,"SHELESTENKO, Hennadiy Oleksandrovych"
10734,"KOBETS, Oleksandr Yuriyovych"
10735,"SEMENCHEV, Ihor Ihorovych"
10736,"KUZ'MYCH, Tetyana Oleksandrivna"
10737,"CHEREVKO, Serhiy Mykolayovych"
10738,"MYINT, Aung Moe"
10739,DYNASTY INTERNATIONAL COMPANY LIMITED
10740,"THITSAR, Myo"
10741,FLY BAGHDAD AIRLINES COMPANY
10742,"HEIDARI, Kiyumars"
10743,"ABNOUSH, Salar"
10744,IRAN'S MORALITY POLICE
10745,"MIRZAEI, Haj Ahmad"
10746,"ROSTAMI CHESHMEH GACHI, Mohammad"
10747,"SALAD, Mohamed Hussein"
10748,"SOBYANINA, Olga Sergeevna"
10749,"ERSHOVA, Anna Sergeevna"
10750,"RAPOPORT, Boris Yakovlevich"
10751,GAS ALLURE
10752,IRAN CHEMICAL INDUSTRIES INVESTMENT COMPANY PUBLIC JOINT STOCK
10753,MIDDLE EAST KIMIYA PARS CO.
10754,ML HOLDING GROUP LIMITED
10755,TIBALAJI PETROCHEM PRIVATE LIMITED
10756,SIERRA VISTA TRADING LIMITED
10757,SOPHYCHEM HK LIMITED
10758,CLARA SHIPPING LLC
10759,"JEERI, Abdullahi"
10760,"ADALE, Khalif"
10761,"AFGOOYE, Hassan"
10762,"GAGAALE, Abdikarim Hussein"
10763,"NUREY, Abdirahman"
10764,"BADAAS, Mohamed Ali"
10765,PUBLIC JOINT STOCK COMPANY BANK URALSIB
10766,"MATAAN, Ahmed Hasan Ali Sulaiman"
10767,"ARCHAGA CARIAS, Yulan Adonay"
10768,"CAMPBELL LICONA, David Elias"
10769,NEW EASTERN SHIPPING CO LTD
10770,"CHEN, Shih Huan"
10771,ANFASAR TRADING S PTE. LTD.
10772,SWANSEAS PORT SERVICES PTE. LTD.
10773,"SAMAD, Abdi"
10774,"BELOUSOV, Andrey Removich"
10775,"BELOZYOROV, Oleg Valentinovich"
10776,"CHERNYSHENKO, Dmitriy Nikolaevich"
10777,"FRANK, Sergey Ottovich"
10778,"SAZANOV, Aleksey Valerevich"
10779,LA NUEVA FAMILIA MICHOACANA
10780,"HURTADO OLASCOAGA, Johnny"
10781,"HURTADO OLASCOAGA, Jose Alfredo"
10782,SDM-BANK PUBLIC JOINT STOCK COMPANY
10783,"GAO, Qi"
10784,"MAJID, Vahid Mohammad Naser"
10785,"ZAREPOUR, Eisa"
10786,"NEJAT, Hossein"
10787,"SAJEDINIA, Hossein"
10788,"RAHIMI, Hossein"
10789,"JAVANI, Yadollah"
10790,GENERAL DIRECTORATE OF MINES
10791,"PLAHOTNIUC, Vladimir"
10792,"SERVICIOS ADMINISTRATIVOS FORDTWOO, S.A. DE C.V."
10793,"CORPORATIVO TITLE I, S.A. DE C.V."
10794,"CORPORATIVO TS BUSINESS INC, S.A. DE C.V."
10795,"INTEGRACION BADEVA, S.A. DE C.V."
10796,"JM PROVIDERS OFFICE, S.A. DE C.V."
10797,"PROMOTORA VALLARTA ONE, S.A. DE C.V."
10798,"TS BUSINESS CORPORATIVO, S.A. DE C.V."
10799,"RECSERVI, S.A. DE C.V."
10800,"JON, Il Ho"
10801,"YU, Jin"
10802,"KIM, Su Gil"
10803,KOREA PAEKHO TRADING CORPORATION
10804,CHILSONG TRADING CORPORATION
10805,"KOSOV, Nikolay Nikolayevich"
10806,"POTAPOV, Georgy Nugzarovich"
10807,"LASZLOCZKI, Imre"
10808,"MIRE, Mohamed"
10809,"JIIS, Yasir"
10810,"NUROW, Yusuf Ahmed Hajji"
10811,"'ATO, Mustaf"
10812,"ADEN, Mohamoud Abdi"
10813,"OREKHOV, Yury Yuryevich"
10814,NDA NORD-DEUTSCHE INDUSTRIEANLAGENBAU GMBH
10815,OPUS ENERGY TRADING LLC
10816,K2016212771 SOUTH AFRICA PTY LTD
10817,ASHIQ JEWELLERS CC
10818,SULTAN'S CONSTRUCTION CC
10819,SHAAHISTA SHOES CC
10820,"BAKR, Osama Abdelmongy Abdalla"
10821,"AKBAR, Nufael"
10822,"AKBAR, Yunus Mohamad"
10823,"AKBAR, Mohamad"
10824,"AKBAR, Umar"
10825,HJ BANNISTER CONSTRUCTION CC
10826,MA GOLD TRADERS PTY LTD
10827,BAILEY HOLDINGS PTY LTD
10828,FLEXOSEAL WATERPROOFING SOLUTIONS PTY LTD
10829,ORGANIC DISTRICT B.V.
10830,"PEIJNENBURG, Alex Adrianus Martinus"
10831,"DE KONING, Martinus Pterus Henrikus"
10832,KING TRADE B.V.
10833,BEST SPORT COMPANY
10834,GREEN DISTRICT B.V.
10835,A.A.M. PEIJNENBURG HOLDING B.V.
10836,BEST SPORT COMPANY B.V
10837,"GRIMM, Matthew Simon"
